,MovieID,Genres,Rating,index
183442,694,Action,5,577
183549,695,"Mystery,Thriller",5,578
183651,696,Thriller,5,579
183691,697,"Drama,Romance",5,580
183743,700,Comedy,5,581
183896,702,Drama,5,582
183970,705,Comedy,5,583
184020,707,"Crime,Film-Noir,Thriller",5,584
184287,708,"Comedy,Romance",5,585
184969,709,"Animation,Children's",5,586
185179,711,"Adventure,Children's",5,587
185221,714,Western,5,588
185376,715,Drama,5,589
185447,716,Crime,5,590
185453,718,"Comedy,Sci-Fi",5,591
185493,719,Comedy,5,592
185727,720,Animation,5,593
186172,722,Documentary,5,594
186192,724,"Drama,Horror",5,595
186614,725,Comedy,5,596
186712,728,Comedy,5,597
186923,729,Drama,5,598
186960,731,"Mystery,Thriller",5,599
186980,733,"Action,Adventure,Thriller",5,600
188326,735,"Comedy,Horror",5,601
188436,736,"Action,Adventure,Romance,Thriller",5,602
189618,737,"Action,Sci-Fi",5,603
189834,741,"Animation,Sci-Fi",5,604
190172,742,"Horror,Thriller",5,605
190372,743,Comedy,5,606
190434,745,"Animation,Comedy,Thriller",5,607
191091,746,Film-Noir,5,608
191138,747,Comedy,5,609
191196,748,"Action,Sci-Fi,Thriller",5,610
191597,750,"Sci-Fi,War",5,611
192965,751,Comedy,5,612
193007,753,"Comedy,Drama",5,613
193010,754,"Adventure,Children's",5,614
193042,759,Documentary,5,615
193105,760,War,5,616
193147,761,Adventure,5,617
193442,762,"Comedy,Crime",5,618
193555,764,"Drama,Romance",5,619
193689,765,"Comedy,Drama",5,620
193803,766,Drama,5,621
193906,767,Drama,5,622
193927,769,Documentary,5,623
193936,771,"Comedy,Drama",5,624
193956,775,Horror,5,625
193968,778,Drama,5,626
194754,779,"Drama,Romance",5,627
194772,780,"Action,Sci-Fi,War",5,628
196507,781,Drama,5,629
196653,782,Thriller,5,630
196776,783,"Animation,Children's,Musical",5,631
197163,784,Comedy,5,632
197525,785,Comedy,5,633
198306,786,"Action,Thriller",5,634
198749,787,Documentary,5,635
198780,788,"Comedy,Fantasy,Romance,Sci-Fi",5,636
199712,793,Drama,5,637
199774,798,"Action,Adventure,Thriller",5,638
199925,799,"Comedy,Horror",5,639
200263,800,"Drama,Mystery",5,640
200891,801,"Children's,Comedy",5,641
201012,802,"Drama,Romance",5,642
201442,803,Romance,5,643
201508,804,"Comedy,Romance",5,644
201734,805,Drama,5,645
202111,806,Drama,5,646
202155,808,"Adventure,Children's",5,647
202398,810,"Children's,Comedy,Fantasy",5,648
202417,811,Comedy,5,649
202427,813,Comedy,5,650
202516,818,Comedy,5,651
202676,823,Drama,5,652
202677,824,Drama,5,653
202718,828,"Adventure,Children's",5,654
202774,829,"Comedy,Musical",5,655
202893,830,Comedy,5,656
203193,831,Drama,5,657
203211,832,"Drama,Thriller",5,658
203856,835,Drama,5,659
203962,836,"Action,Adventure,Thriller",5,660
204195,837,"Children's,Comedy",5,661
204422,838,"Comedy,Drama,Romance",5,662
204918,839,"Action,Thriller",5,663
205054,840,Comedy,5,664
205098,841,Horror,5,665
205126,842,Horror,5,666
205275,844,Drama,5,667
205283,846,Drama,5,668
205328,848,Drama,5,669
205543,849,"Action,Adventure,Sci-Fi,Thriller",5,670
206009,850,"Crime,Drama",5,671
206026,851,Drama,5,672
206165,852,"Comedy,Romance",5,673
206766,853,Drama,5,674
206769,854,Drama,5,675
206778,858,"Action,Crime,Drama",5,676
209003,860,Comedy,5,677
209014,861,"Action,Thriller",5,678
209287,862,Drama,5,679
209322,863,Comedy,5,680
209327,864,"Comedy,Drama",5,681
209339,866,"Crime,Drama,Romance,Thriller",5,682
209974,869,Crime,5,683
210028,874,"Crime,Drama",5,684
210041,875,Drama,5,685
210079,876,Action,5,686
210107,877,Drama,5,687
210135,879,Horror,5,688
210429,880,"Sci-Fi,Thriller",5,689
210686,881,"Children's,Comedy",5,690
210841,885,"Children's,Drama,Fantasy",5,691
210879,886,Action,5,692
210992,888,"Animation,Children's",5,693
211024,891,"Horror,Thriller",5,694
211209,892,"Comedy,Drama,Romance",5,695
211373,893,Drama,5,696
211446,896,Drama,5,697
211488,897,"Adventure,War",5,698
211579,898,"Comedy,Romance",5,699
212163,899,"Musical,Romance",5,700
212915,900,"Musical,Romance",5,701
213257,901,"Comedy,Musical",5,702
213429,902,"Drama,Romance",5,703
214107,903,"Mystery,Thriller",5,704
215015,904,"Mystery,Thriller",5,705
216059,905,Comedy,5,706
216435,906,"Mystery,Thriller",5,707
216624,907,"Comedy,Musical,Romance",5,708
216726,908,"Drama,Thriller",5,709
218043,909,"Comedy,Drama",5,710
218458,910,"Comedy,Crime",5,711
219289,911,"Comedy,Mystery,Romance,Thriller",5,712
219598,912,"Drama,Romance,War",5,713
221264,913,"Film-Noir,Mystery",5,714
222308,914,"Musical,Romance",5,715
222943,915,"Comedy,Romance",5,716
223308,916,"Comedy,Romance",5,717
223739,917,"Children's,Drama",5,718
223810,918,Musical,5,719
224001,919,"Adventure,Children's,Drama,Musical",5,720
225717,920,"Drama,Romance,War",5,721
226874,921,Comedy,5,722
227176,922,Film-Noir,5,723
227646,923,Drama,5,724
228762,924,"Drama,Mystery,Sci-Fi,Thriller",5,725
230482,925,"Adventure,Romance",5,726
230490,926,Drama,5,727
230894,927,Comedy,5,728
230979,928,"Romance,Thriller",5,729
231367,929,Thriller,5,730
231455,930,"Film-Noir,Romance,Thriller",5,731
231908,931,"Mystery,Romance,Thriller",5,732
232114,932,Romance,5,733
232295,933,"Comedy,Romance,Thriller",5,734
232745,934,Comedy,5,735
233044,935,"Comedy,Musical",5,736
233113,936,"Comedy,Romance",5,737
233248,937,"Comedy,Romance",5,738
233296,938,Musical,5,739
233479,939,"Comedy,Drama",5,740
233490,940,"Action,Adventure",5,741
233877,941,Adventure,5,742
233974,942,"Crime,Film-Noir,Mystery",5,743
234265,943,"Drama,Romance",5,744
234435,944,Drama,5,745
234535,945,"Comedy,Musical,Romance",5,746
234782,946,"Comedy,Drama,War",5,747
234942,947,Comedy,5,748
235135,948,Drama,5,749
235260,949,Drama,5,750
235475,950,Mystery,5,751
235768,951,Comedy,5,752
236180,952,"Adventure,Comedy",5,753
236433,953,Drama,5,754
237162,954,Drama,5,755
237545,955,Comedy,5,756
237960,956,"Drama,Romance",5,757
238006,957,Drama,5,758
238040,958,"Comedy,Mystery",5,759
238049,959,Drama,5,760
238111,960,"Crime,Drama",5,761
238127,961,Drama,5,762
238154,962,"Crime,Drama",5,763
238160,963,Musical,5,764
238235,964,Western,5,765
238269,965,Thriller,5,766
238519,966,Drama,5,767
238524,967,Western,5,768
238551,968,"Horror,Sci-Fi",5,769
239263,969,"Action,Adventure,Romance,War",5,770
240319,970,"Comedy,Drama",5,771
240356,971,Drama,5,772
240633,973,Drama,5,773
240717,974,"Drama,Romance",5,774
240737,976,"Romance,War",5,775
240792,978,Drama,5,776
240896,981,Drama,5,777
240908,982,Drama,5,778
240986,984,"Comedy,Drama",5,779
241017,985,Documentary,5,780
241019,986,"Adventure,Children's",5,781
241285,987,"Drama,Romance",5,782
241294,988,"Comedy,Drama",5,783
241359,989,Drama,5,784
241418,991,"Drama,War",5,785
241601,992,Thriller,5,786
241611,993,Drama,5,787
241613,994,Drama,5,788
242077,996,"Action,Drama,Western",5,789
242328,997,"Drama,Thriller",5,790
242354,998,"Action,Crime",5,791
242462,999,Crime,5,792
242726,1000,Crime,5,793
242746,1002,Comedy,5,794
242796,1003,"Drama,Thriller",5,795
242880,1004,"Action,Thriller",5,796
243052,1005,"Children's,Comedy",5,797
243123,1006,Drama,5,798
243271,1007,"Children's,Comedy,Western",5,799
243429,1008,Western,5,800
243525,1009,"Adventure,Children's,Fantasy",5,801
243831,1010,"Children's,Comedy",5,802
244059,1011,"Adventure,Children's,Comedy",5,803
244200,1012,"Children's,Drama",5,804
244499,1013,"Children's,Drama",5,805
244758,1014,"Children's,Comedy,Drama",5,806
244895,1015,"Adventure,Children's",5,807
245122,1016,"Children's,Comedy",5,808
